x,y,z
-0.0637826,0.00201428,0.658167
-0.0644818,0.0032957,0.657014
-0.0729916,0.0428259,0.68064
-0.0555524,-0.0230603,0.663079
-0.0740149,0.045548,0.680804
-0.0126381,-0.00532534,0.765917
-0.0508275,-0.0255812,0.669567
-0.0362155,-0.0261416,0.680783
-0.0609745,-0.00579655,0.666702
-0.0117598,-0.00389433,0.767629
-0.0576581,0.000715696,0.729182
-0.0408763,-0.0264499,0.678887
-0.0406177,-0.0262315,0.67889
-0.0592437,-0.0060841,0.652072
-0.0625957,0.0153164,0.653461
-0.0604566,-0.0151857,0.657738
-0.076938,0.0417189,0.694504
-0.0642222,-0.00371871,0.665502
-0.0589113,0.00335957,0.648504
-0.0624707,0.0148402,0.655402
-0.0539335,-0.0149662,0.682555
-0.0646528,0.00376776,0.663446
-0.0811203,-0.00285785,0.774301
-0.113986,0.0812464,0.69676
-0.0788671,-0.00436748,0.778952
0.0302156,0.00798869,0.735252
-0.0503528,-0.013236,0.687012
-0.115612,0.0396539,0.725409
-0.0708305,-0.0216501,0.78022
-0.111306,0.0753798,0.711617
-0.11795,0.0896463,0.697518
-0.0511617,-0.0128483,0.688596
-0.0662423,0.00561438,0.665678
-0.114378,0.0317133,0.739939
-0.11568,0.0346975,0.73741
-0.0526449,-0.0145094,0.689555
-0.0287999,-0.0164958,0.710342
-0.0624317,-0.0103758,0.680332
-0.0809254,0.000981598,0.777625
-0.112692,0.0507562,0.736925
-0.113912,0.084297,0.702694
-0.0637851,-0.00666286,0.677361
-0.113409,0.0520204,0.73619
-0.105479,0.0261866,0.758953
-0.113956,0.0463757,0.744406
-0.0647685,-0.000791398,0.676329
-0.00711308,-0.00213289,0.723699
-0.0664021,0.00676201,0.671171
-0.0606407,-0.00973674,0.68771
-0.0674561,0.0138976,0.667811
-0.047366,-0.0128617,0.70094
-0.0458755,-0.0145719,0.704159
-0.0662372,0.00153605,0.677745
-0.0640112,-0.00802409,0.686523
-0.0494934,-0.0128424,0.703053
-0.0494382,-0.0128492,0.703121
-0.0542549,-0.00952343,0.697729
-0.068071,0.00555739,0.678164
-0.0706436,0.00873683,0.67514
-0.0689685,0.00618267,0.678923
-0.0412278,-0.0119929,0.71353
-0.052156,-0.00766214,0.705252
-0.0723277,0.011777,0.677749
-0.0121041,0.000611944,0.739181
-0.0689084,0.00871934,0.687379
-0.0708798,0.0103322,0.684987
-0.00412514,-0.00562171,0.750177
-0.0696093,0.00925866,0.68709
-0.0740746,0.0261327,0.673227
-0.0627488,-0.00152815,0.700662
-0.0722175,0.0144782,0.68299
-0.0733197,0.0153481,0.681818
-0.0369321,0.112568,0.653923
-0.0110658,-0.00185662,0.746049
-0.0596078,-0.00113007,0.70755
-0.0431217,0.109926,0.655064
-0.0722986,0.0192608,0.688104
-0.0755405,0.0268789,0.681226
-0.0670579,0.0538956,0.671923
-0.0559113,-0.0038802,0.717558
-0.0638064,0.00470077,0.706514
-0.0596028,-0.00313092,0.715769
-0.0258413,-0.000120955,0.742887
-0.0595782,0.00248688,0.712986
-0.0729674,0.0485609,0.67956
-0.0756201,0.0350164,0.686714
-0.0663589,0.00814171,0.710943
-0.0666834,0.00973952,0.709757
-0.0742495,0.0317485,0.690361
-0.0174294,-0.0327371,0.660653
-0.0765088,0.0424791,0.685871
-0.0764234,0.0430987,0.688114
-0.0764788,0.0430153,0.688074
-0.0357128,-0.0158338,0.639058
-0.0582893,-0.000197373,0.730932
-0.0422852,-0.000205474,0.745381
-0.0707588,0.021157,0.708016
-0.0734371,0.0294853,0.700718
-0.0789355,0.0495627,0.684162
-0.0629344,0.00712873,0.724038
-0.0722072,0.0215959,0.708161
-0.0398085,-0.0149197,0.638616
-0.0763326,0.0397426,0.695355
-0.074999,0.0293565,0.703046
-0.0715791,0.0208653,0.712373
-0.075009,0.0250268,0.707894
-0.0591238,0.00317696,0.735742
-0.0605118,0.00772221,0.731704
-0.0751969,0.0289943,0.70641
-0.0451231,-0.0114824,0.757827
-0.0610869,0.00731067,0.732766
-0.0371611,-0.0298622,0.654206
-0.0791723,0.0457298,0.696165
-0.0542246,-0.00170249,0.748512
-0.0779249,0.0429428,0.701317
-0.0865951,0.0590767,0.684833
-0.0551949,-0.0024782,0.749694
-0.0542806,0.000928218,0.748942
-0.0723542,0.0331838,0.715309
-0.0792194,0.0501774,0.702648
-0.05114,-0.0107824,0.763892
-0.0794345,0.0516848,0.70238
-0.0715128,0.0330073,0.720672
-0.0773987,0.0476094,0.707061
-0.0535616,-0.00661087,0.760759
-0.079448,0.0514864,0.703642
-0.084099,0.059044,0.695098
-0.0829323,0.0586008,0.699198
-0.0723444,0.0324454,0.724888
-0.0763411,0.042191,0.715887
-0.0430176,-0.0287381,0.655143
-0.0421557,-0.0325837,0.661658
-0.0658996,-0.0248076,0.782771
-0.017653,-0.0281373,0.680036
-0.0452096,-0.0326749,0.663496
-0.0651695,-0.029615,0.787069
-0.0289743,-0.0207687,0.643514
-0.104473,0.060911,0.704406
-0.104473,0.0606716,0.704345
-0.0813812,-0.00448972,0.763857
-0.115108,0.0863568,0.680519
-0.0817626,-0.00560084,0.765281
-0.106683,0.0595212,0.705333
-0.111278,0.0682584,0.696609
-0.0232031,-0.0343413,0.661786
-0.025776,-0.0344862,0.661413
-0.0627048,-0.0180326,0.795827
-0.0770639,-0.00820997,0.776455
-0.04096,-0.0143809,0.638779
-0.0559861,-0.00576126,0.646838
-0.0547379,-0.00901251,0.650328
-0.0531106,-0.0197264,0.659297
-0.0546982,-0.0203053,0.659929
-0.0786229,0.00547713,0.772317
-0.0555403,-0.0189512,0.65896
-0.0997454,0.00837713,0.7519
-0.0303995,-0.0366069,0.665839
-0.102359,0.0127124,0.748559
-0.108161,0.0747241,0.708574
-0.0809895,0.00754663,0.772886
-0.116197,0.0831484,0.696842
-0.0470651,-0.0269978,0.673841
-0.0497706,-0.0254821,0.670814
-0.111398,0.074468,0.708166
-0.111434,0.0744389,0.708154
-0.0818897,0.00851948,0.77448
-0.114648,0.0795961,0.702574
-0.0460772,-0.0209918,0.646589
-0.112506,0.0535175,0.720772
-0.0988535,0.0106456,0.758504
-0.053384,-0.024069,0.670287
-0.0939865,0.00917029,0.765052
-0.112558,0.0253196,0.738086
-0.113281,0.0278373,0.742693
-0.112991,0.0551864,0.729706
-0.0144726,-0.0203951,0.701969
-0.0294791,-0.0325671,0.66971
-0.0616706,0.00690416,0.653512
-0.0605851,-0.00119742,0.660649
-0.0649654,0.00300939,0.658341
-0.062308,0.000695771,0.662339
-0.0654159,0.00323202,0.659534
-0.0644211,0.00787654,0.658066
-0.0513219,-0.0230929,0.65453
-0.0661731,0.0087331,0.661953
-0.0499598,-0.0268436,0.659965
-0.0561118,-0.0114269,0.683027
-0.0674225,0.0120716,0.659733
-0.0631353,-0.0065955,0.676309
-0.0566564,-0.0105971,0.684751
-0.0305359,-0.0159634,0.709811
-0.0672421,0.0016646,0.673138
-0.0594536,0.0103205,0.650741
-0.0607692,-0.00253757,0.662399
-0.0602054,-0.00575076,0.665513
-0.0652487,0.00370713,0.660822
-0.0525946,-0.0158143,0.683111
0.0295638,0.0131897,0.729427
-0.0638341,0.0158714,0.656535
0.0345725,0.00503039,0.741876
-0.0367079,-0.014316,0.708643
-0.0118986,-0.00325544,0.723419
-0.0449863,-0.0151582,0.705093
-0.0688921,0.00978626,0.673564
-0.0752529,0.0182363,0.673158
-0.0742222,0.0238137,0.682409
-0.0498081,-0.00760574,0.729522
-0.0677565,0.0156237,0.714291
-0.0674451,0.0128416,0.71675
-0.0775886,0.0448691,0.691969
-0.0611112,0.0087629,0.728799
-0.0771686,0.0411039,0.699127
-0.0788988,0.0457479,0.698993
-0.0393503,-0.0144153,0.770204
-0.0607029,0.0112162,0.741857
-0.051845,-0.0109109,0.765131
-0.0901645,0.0900793,0.67604
-0.0209514,-0.0252779,0.647914
-0.0250253,-0.020846,0.643743
-0.112458,0.0509242,0.712408
-0.0783119,0.00290917,0.774102
-0.112428,0.0418411,0.722643
-0.039702,-0.0275078,0.677386
-0.0906447,0.00939855,0.766055
-0.0737042,-0.0016378,0.793103
-0.0736112,-0.00145059,0.793222
-0.102937,0.0168215,0.754908
-0.0317853,-0.0304461,0.653669
-0.114929,0.0560445,0.731996
-0.113775,0.0602817,0.733188
-0.109444,0.0332508,0.758278
-0.117107,0.0497836,0.744469
-0.0196733,-0.0312874,0.6716
-0.0633293,0.00330719,0.656599
-0.0640755,0.00330214,0.656589
-0.0383862,-0.0326592,0.667655
-0.0630142,0.0126685,0.657188
-0.064656,0.00935069,0.659703
-0.166344,-0.0395655,0.787067
-0.0667678,0.0162637,0.664433
-0.0699333,0.0237048,0.660083
0.0308701,0.00304924,0.756366
-0.0459591,-0.0251339,0.653387
0.00700469,-0.00344388,0.748039
-0.0508237,-0.0160986,0.67661
-0.0603072,0.0115562,0.651677
-0.0607808,-0.00342001,0.698957
-0.0638227,0.00659022,0.655524
-0.0630106,0.0100048,0.656211
-0.0579562,-0.0128652,0.675658
-0.00481624,-0.00488449,0.749569
-0.00662231,-0.00349393,0.747615
-0.0543574,-0.0257166,0.665065
-0.0113747,-0.0211125,0.694378
-0.0606951,0.00104592,0.707837
0.0631773,0.031614,0.725507
-0.00989953,-0.00542356,0.756936
-0.0601751,-0.00575444,0.65736
-0.0299196,-0.0207064,0.642903
0.0223185,0.00289498,0.748112
0.0655756,-0.00300061,0.755556
-0.0737959,0.0301081,0.691096
-0.0509481,-0.00770335,0.734787
-0.0218426,-0.00970025,0.766326
-0.0732341,0.0275695,0.702068
-0.0589288,0.00080547,0.737639
-0.0686082,0.0212686,0.716954
-0.0778326,0.0483209,0.692856
-0.0751675,0.0330988,0.70474
-0.0603759,-0.0040483,0.688916
-0.0709034,0.00882851,0.677457
0.0205866,0.00146553,0.760792
-0.0245736,-0.0287322,0.678213
-0.0253791,-0.0296744,0.678194
-0.010288,-0.000445447,0.742359
-0.00923558,0.000431585,0.742423
-0.0656474,0.00377007,0.696149
-0.0699457,0.0105525,0.689816
-0.0122857,-0.00874436,0.752646
-0.0447829,-0.00294419,0.724507
-0.0466158,0.11342,0.653473
-0.0720917,0.0225974,0.693856
-0.0751532,0.0306961,0.687782
-0.0765494,0.0441693,0.683668
-0.0765816,0.0441878,0.683668
-0.0754226,0.0318984,0.692537
-0.0680707,0.0118906,0.716964
-0.0797879,0.0463534,0.686961
-0.116184,0.0798388,0.695216
-0.111015,0.0771987,0.709681
-0.109625,0.0671685,0.697408
-0.108205,0.0660836,0.700289
-0.116372,0.0890291,0.700953
-0.079989,0.0102026,0.781707
-0.0792223,-0.00567998,0.776565
-0.114623,0.0310384,0.740295
-0.0570167,-0.0140333,0.678102
-0.0329004,-0.018432,0.642161
-0.0435159,-0.0190892,0.698828
0.0249518,0.00482968,0.738019
-0.0482703,-0.0286431,0.670899
-0.0611983,-0.00566015,0.661461
-0.0563681,-0.0135997,0.672056
-0.0669811,0.0045575,0.669739
-0.066891,-0.000420679,0.67976
-0.0672903,-0.00081632,0.679899
-0.0405277,-0.013393,0.710464
-0.109696,0.0944974,0.714936
-0.0153038,-0.00576515,0.751105
-0.00637934,-0.0218724,0.683275
-0.0558735,-0.00886408,0.647731
-0.0867037,0.0948913,0.671915
-0.109326,0.0728258,0.711958
-0.06652,-0.0226813,0.780941
-0.115153,0.03412,0.73502
-0.0801722,-0.00793283,0.766581
0.031179,0.00565089,0.742923
-0.113008,0.046034,0.717506
-0.0239339,-0.0277325,0.684425
-0.100383,0.0151817,0.759376
-0.117232,0.0507665,0.743606
-0.0404181,-0.0213689,0.691865
-0.049732,-0.0164778,0.68608
0.0282945,0.00849552,0.733769
-0.0579233,-0.00551866,0.699581
-0.0707697,0.0128894,0.692738
-0.0748325,0.0467694,0.681468
-0.086308,0.0580822,0.686693
-0.0781099,0.0434085,0.715331
-0.081811,-0.000661526,0.760684
-0.056281,-0.0122827,0.652143
-0.0696509,0.017631,0.703122
-0.108411,0.0666756,0.703683
-0.038061,-0.0176085,0.63585
-0.0815378,0.056586,0.690908
-0.0357761,-0.012353,0.719855
-0.0223669,-0.00496427,0.726225
-0.07214,0.0109277,0.673609
-0.00614718,0.107383,0.658443
-0.112253,0.0688094,0.727871
-0.0581132,-0.00643463,0.695178
-0.0112122,-0.0063762,0.751102
-0.0415586,-0.0107096,0.715486
-0.0724849,0.0335494,0.666128
-0.115141,0.0622095,0.733413
-0.115018,0.0623808,0.733499
-0.0598658,0.00194096,0.709973
-0.0650477,-0.000952703,0.690454
-0.0541867,-0.0176572,0.657771
-0.0552369,-0.0074085,0.705721
-0.0664223,8.65887e-05,0.689449
-0.0726195,0.0118819,0.674102
-0.0559453,-0.0224672,0.662526
-0.0557341,-0.00987408,0.652494
-0.054714,-0.0254811,0.667235
-0.0563022,-0.0225058,0.663203
-0.0578809,-0.0170062,0.657743
-0.0589362,-0.0177246,0.659084
-0.0603469,-0.0152834,0.657756
-0.057298,0.000429854,0.648588
0.063176,-0.00287801,0.755566
-0.0692512,0.00867654,0.687274
-0.0739656,0.033824,0.676422
-0.064425,0.00503667,0.714301
-0.0714648,0.0124129,0.684629
-0.0575722,0.0009878,0.727792
-0.067666,0.00827791,0.69408
-0.0769653,0.0483035,0.679441
-0.0478482,-0.0137582,0.763258
-0.0743367,0.0245209,0.708683
-0.0782222,0.0451223,0.690021
-0.0589883,-0.00557437,0.655288
-0.0285555,-0.0221706,0.697629
-0.063306,0.0182779,0.731257
-0.0718626,0.0274955,0.714279
-0.0725561,0.0269626,0.714142
-0.0576427,0.0142202,0.647212
-0.0605965,-0.00247236,0.660552
-0.0613453,0.00369401,0.656623
-0.0618567,-0.00463111,0.664738
-0.0845303,0.0557162,0.692863
-0.0527446,-0.0159826,0.683295
0.0283114,0.00564824,0.737324
-0.0643915,0.00334048,0.657036
-0.0311831,-0.015313,0.63759
-0.0565635,0.0215272,0.648958
-0.0538812,-0.015644,0.683714
-0.0616001,-0.00883231,0.672046
-0.0652272,0.00346992,0.659574
-0.0650385,0.00565472,0.657997
-0.0651675,0.0053252,0.658043
0.0381471,-0.0135509,0.767468
-0.0620462,0.0140127,0.655491
-0.058024,-0.0121235,0.681719
-0.0206499,-0.0348891,0.663514
0.034725,-0.00666902,0.761862
-0.056072,-0.0111816,0.687439
-0.0568107,-0.00970796,0.685761
-0.0648058,0.0180449,0.655519
-0.0639435,-0.00788385,0.678445
-0.0641195,-0.00689044,0.678168
0.0337832,-0.000690058,0.763667
-0.065526,0.0179961,0.657701
-0.0692738,0.0127226,0.708493
-0.0345383,-0.0132863,0.719362
-0.0545447,-0.00833863,0.696883
0.00672184,0.113825,0.651856
-0.0687141,0.024878,0.657539
-0.0388011,-0.0116951,0.635052
-0.0609865,0.00596627,0.726034
-0.0712973,0.020159,0.661029
-0.0690233,-0.000662839,0.68087
-0.0389016,-0.0163275,0.639977
-0.0689392,0.0307782,0.656389
-0.0607825,0.00683917,0.727493
-0.0696623,0.0269783,0.662166
-0.0401688,-0.0155084,0.639488
-0.00479594,0.109085,0.656949
-0.0129819,-0.00525382,0.749492
-0.0635724,0.00101729,0.696416
-0.033639,-0.0362608,0.664326
-0.0139941,-0.00475406,0.749143
-0.0227814,-0.00672771,0.768819
-0.0771277,0.0441585,0.684427
-0.0339949,-0.0368013,0.665188
-0.0785341,0.0477659,0.680543
-0.0661042,0.00894966,0.690578
-0.0706162,0.011058,0.68488
-0.0786726,0.0473724,0.682261
-0.0615965,-0.000600703,0.703742
-0.0754131,0.0186269,0.674348
-0.0372299,-0.0363791,0.66387
-0.076929,0.0440692,0.687372
-0.0775305,0.0470221,0.685562
-0.0727828,0.0144842,0.682744
-0.0181506,0.111097,0.654701
-0.073432,0.0176814,0.680499
-0.0372115,-0.0361692,0.665612
-0.0680406,0.00532006,0.696495
-0.104224,0.022048,0.748229
-0.0559168,-0.00376954,0.719335
-0.112697,0.0570889,0.717886
-0.0749205,0.0287831,0.675259
-0.0699507,0.0301398,0.719923
-0.0258074,0.115314,0.651981
-0.0830911,0.0562662,0.685549
-0.0461392,-0.029387,0.658729
-0.0307486,-0.00578524,0.751031
-0.0486272,-0.0208766,0.650306
-0.071951,0.0200712,0.689673
-0.115709,0.0347209,0.737402
-0.115063,0.0852423,0.697088
-0.0487834,-0.0226497,0.652197
-0.0534567,-0.00788509,0.733584
-0.0718751,0.0200094,0.693259
-0.047337,-0.030487,0.662083
-0.049078,-0.0282906,0.658695
-0.0730253,0.0214443,0.691393
-0.0681323,0.0100543,0.706191
-0.0755238,0.0297218,0.683896
-0.0561364,-0.00264866,0.731186
-0.0568052,-0.00156139,0.729761
-0.0540523,-0.00719641,0.639653
-0.0496129,-0.027048,0.66055
-0.0497792,-0.0271316,0.660507
-0.0689929,0.0111208,0.708447
-0.0762933,0.0334147,0.682785
-0.0688905,0.0121287,0.709389
-0.0688317,0.0121207,0.709506
-0.0563282,-0.0103211,0.642163
-0.0542838,-0.00614696,0.640146
-0.0871854,0.0621622,0.6887
-0.0587117,0.00112414,0.729855
-0.0767768,0.035307,0.683109
-0.0725209,0.0260818,0.695835
-0.0444038,0.112793,0.65242
-0.0535325,-0.0192344,0.653523
-0.0740705,0.0334682,0.689866
-0.113401,0.0517944,0.736126
-0.074421,0.0428472,0.683124
-0.0591698,0.0057804,0.730846
-0.0376137,0.0187923,0.637091
-0.0684205,0.0142772,0.715609
-0.0522058,-0.0227389,0.661832
-0.0546331,-0.0178832,0.655725
-0.0683621,0.0177209,0.715774
-0.116258,0.0964529,0.703905
-0.0731548,0.0244684,0.705628
-0.0771922,0.0432472,0.686235
-0.0757467,0.0365794,0.696137
-0.0680539,0.0161871,0.721772
-0.0535604,-0.00662382,0.756432
-0.0735898,0.0221438,0.711685
-0.0554248,-0.00426669,0.753412
-0.0729177,0.0349912,0.702597
-0.0681362,0.0184899,0.722669
-0.051725,-0.010977,0.764663
-0.0807619,0.0467982,0.687505
-0.0678118,0.0203991,0.735118
-0.0703084,0.0298835,0.726366
-0.0740284,0.103708,0.662168
-0.0740839,0.0388516,0.71706
-0.0777404,0.0487203,0.706628
-0.0804463,-0.00385795,0.774884
-0.0637915,-0.0226604,0.782383
-0.0639286,-0.0189422,0.786263
-0.0786547,-0.0033404,0.781375
-0.0805281,0.00110824,0.777732
-0.0795896,-0.0107404,0.770248
-0.0943561,0.00866879,0.761569
-0.107437,0.0181065,0.743142
-0.0797046,0.000763611,0.777119
-0.0993473,0.0167586,0.761259
-0.101855,0.0181896,0.760247
-0.112151,0.0539013,0.720908
-0.0940148,0.0122256,0.765623
-0.114738,0.0551933,0.70878
-0.111478,0.0218641,0.740651
-0.112694,0.041898,0.722606
-0.113033,0.0298568,0.742615
-0.118099,0.080856,0.685249
-0.114955,0.0479609,0.716801
-0.113002,0.0581194,0.71683
-0.104484,0.023152,0.756423
-0.0994891,0.0365982,0.764579
-0.0896978,0.0221442,0.777007
-0.104726,0.0267465,0.756406
-0.114165,0.0700897,0.725013
-0.113686,0.0685396,0.727271
-0.112631,0.0785732,0.708856
-0.114312,0.0840754,0.703033
-0.118225,0.0515398,0.742549
-0.11791,0.0522579,0.744103
-0.1144,0.034361,0.746284
-0.11342,0.0331272,0.750675
-0.114587,0.0595037,0.728921
-0.0303969,-0.0248272,0.646774
-0.0369423,-0.0172132,0.640784
-0.0372774,-0.0172965,0.64067
-0.0372959,-0.011897,0.635877
-0.0378491,-0.0123963,0.635942
-0.0344117,-0.0315744,0.655945
-0.0302798,-0.0364571,0.665981
-0.0369571,-0.0369992,0.664734
-0.0397695,-0.0238372,0.647738
-0.0478102,-0.0149555,0.64063
-0.0357137,-0.0241242,0.688093
-0.0268019,-0.0236363,0.697481
-0.0580657,0.00107955,0.65004
-0.0442266,-0.0326639,0.662853
-0.059281,0.0104992,0.650726
-0.0274371,-0.0180558,0.709904
-0.0642344,0.00784063,0.658037
-0.0426629,-0.0160661,0.704907
0.0310013,0.00221396,0.76089
-0.010511,-0.0220396,0.700137
-0.0556908,-0.0136355,0.654899
0.0091544,0.113903,0.652073
-0.0577868,-0.00818324,0.651908
-0.0520015,-0.00766471,0.705039
-0.0539715,0.00510968,0.645919
-0.0292327,-0.0232393,0.691265
-0.0596677,-0.00536294,0.650482
-0.0581407,-0.00767542,0.653688
-0.0288706,-0.022751,0.692548
-0.0565935,0.00232194,0.648037
-0.0564867,0.00247423,0.648018
-0.0599083,0.00412591,0.647395
-0.0396265,-0.0230705,0.688998
-0.0605439,-0.00295979,0.65766
-0.0430252,-0.0181809,0.69347
-0.0613386,-0.00842406,0.669473
-0.0617195,0.0106763,0.654162
-0.0604616,0.0168368,0.651003
-0.056663,-0.0125414,0.67949
-0.0551885,-0.0108056,0.686639
0.03222,0.00265364,0.759383
-0.0482362,-0.0134261,0.701617
-0.0647855,-0.000821637,0.676247
-0.0529179,-0.00998108,0.699636
-0.0141652,-0.00648491,0.750954
-0.0735034,0.0235981,0.687474
-0.0744442,0.0321795,0.681752
-0.0527912,-0.00982985,0.757069
-0.0735907,0.0217867,0.710528
-0.0598143,-0.0157225,0.657114
-0.0596568,-0.0156412,0.657161
-0.0754162,0.040754,0.708187
-0.0585449,-0.0138853,0.664802
-0.0758934,0.0361267,0.721987
-0.0624264,-0.00573679,0.666294
-0.041834,-0.0176963,0.695489
-0.0417601,-0.0176976,0.695498
-0.0510413,-0.0144307,0.685801
-0.0627766,0.010172,0.656249
-0.0795447,-0.000687041,0.777773
-0.00816798,-0.00190748,0.745924
-0.11472,0.0758411,0.697708
-0.112594,0.0576645,0.715975
-0.0354825,-0.00531288,0.726181
-0.073765,0.0234888,0.672898
-0.0730956,0.0241814,0.67299
-0.0383287,-0.0283969,0.653359
-0.112668,0.0610831,0.726123
-0.113379,0.0683853,0.723713
-0.0492384,-0.0256487,0.654515
-0.0743799,0.0341384,0.689984
-0.0598803,0.00687399,0.729301
-0.0575327,-0.0120554,0.643907
-0.0267764,-0.0249867,0.690591
-0.0394713,-0.0241956,0.681252
-0.0597383,-0.0172038,0.659124
-0.054194,0.00265319,0.64647
-0.0754888,0.033006,0.724539
-0.0294945,-0.0221319,0.696508
-0.0581108,-0.0129302,0.675646
-0.0612014,0.0129913,0.653078
-0.0623627,0.0214736,0.651412
-0.0644227,-0.0123311,0.799681
-0.0654816,0.0122733,0.658766
0.0308857,0.00155822,0.75891
-0.00528021,-0.00398787,0.740527
-0.0936747,0.00693446,0.761573
-0.00274265,-0.000592647,0.744821
-0.0706084,0.0074245,0.680683
-0.111835,0.0709875,0.717063
-0.111469,0.0771253,0.71386
-0.115459,0.0861214,0.70306
-0.110204,0.0343347,0.755353
-0.0405745,-0.0289831,0.655899
-0.109199,0.0335954,0.758324
-0.111397,0.0718707,0.729496
-0.0372506,-0.0245251,0.647482
-0.0580052,-0.0078805,0.651947
-0.0400373,-0.0227613,0.687994
-0.0603818,0.00163313,0.656482
-0.06464,0.0162126,0.657013
-0.0586947,-0.00914579,0.684918
-0.0208879,-0.00341865,0.728464
-0.067709,0.00307285,0.679823
-0.0612314,-0.000637842,0.703067
-0.0839644,0.0976356,0.66815
-0.068217,0.00809776,0.705305
-0.0751891,0.0360845,0.694459
-0.0787703,0.0492229,0.680117
-0.0812522,0.0538047,0.678019
-0.0377133,0.114053,0.654203
-0.112354,0.0664546,0.722008
-0.0606099,-0.00992738,0.675394
0.0363181,-0.00863549,0.773467
-0.0693803,0.0171359,0.666188
-0.0137547,0.110883,0.654742
-0.0755581,0.0255506,0.67886
-0.0352802,-0.0292523,0.652533
-0.0665856,0.054241,0.673956
-0.0571812,0.00288806,0.729035
-0.054785,-0.00433446,0.755004
-0.0470036,-0.0254866,0.673882
-0.0385846,0.145091,0.666358
-0.0839997,0.0990054,0.668854
-0.0827322,0.00878884,0.770576
-0.114666,0.036558,0.747018
-0.114702,0.0522324,0.738364
-0.0592626,0.00509626,0.650703
-0.0363722,-0.0226165,0.696073
-0.069702,0.0190273,0.661602
-0.00520738,0.110743,0.655383
-0.0635149,0.00320508,0.709166
-0.0258544,-0.00940684,0.762283
-0.0747284,0.0402187,0.682154
-0.0800854,0.101076,0.664896
-0.0646863,-0.0253311,0.788728
-0.112403,0.0731173,0.716692
-0.0633113,-0.0118529,0.680541
-0.0736758,0.028369,0.668741
-0.0739182,0.0268685,0.711635
-0.0694412,0.0143458,0.670112
0.0201104,0.000797798,0.752989
-0.0560959,-0.0133524,0.643689
-0.0568994,-0.0118584,0.642763
-0.0448322,0.00451655,0.637111
0.0361227,-0.00508819,0.768014
-0.0456542,0.00517663,0.637709
-0.0400939,0.013865,0.639796
-0.0852011,0.0535131,0.687834
-0.0804971,0.0532112,0.705591
-0.056723,0.000897501,0.648278
-0.0495041,-0.00846378,0.636742
-0.0599792,0.00407054,0.647399
-0.0825742,0.0582246,0.698401
-0.0614393,-0.00895638,0.672314
-0.0530509,-0.0128116,0.643279
-0.0602446,0.00548943,0.653072
-0.0606365,0.00280307,0.656353
-0.0480795,-0.00191811,0.635166
-0.0170669,-0.0084088,0.752976
-0.0180665,-0.00720889,0.751616
-0.0591221,0.0153316,0.649136
-0.05486,-0.0230427,0.662699
-0.0217309,-0.00956031,0.75463
-0.0546286,-0.0222446,0.662085
-0.0600313,0.0159247,0.649889
-0.0268496,-0.010463,0.755867
-0.0523466,-0.00775747,0.712206
-0.0653491,0.0034079,0.675152
-0.0350544,0.0158576,0.636123
-0.0858479,0.0642424,0.696324
-0.0563206,-0.00930538,0.651718
-0.0686662,0.00603394,0.672849
-0.056198,-0.00412567,0.646039
-0.059076,-0.00412901,0.713646
-0.0594068,-0.0115889,0.65984
-0.0694434,0.00905726,0.688451
-0.103375,0.0231904,0.761423
-0.103219,0.0230134,0.761705
-0.0553239,-0.0125923,0.690547
-0.0623293,-0.00619015,0.668817
-0.0613468,-0.00163304,0.662611
-0.0641839,-0.0038673,0.665581
-0.0610245,0.00844145,0.652411
-0.060566,0.00912294,0.651861
-0.0511742,-0.0107967,0.701762
-0.0595792,-0.00902558,0.686511
-0.0746921,0.0304651,0.682654
-0.0607008,0.0117934,0.652596
-0.0239419,-0.0206492,0.643304
-0.0169109,-0.00851512,0.63453
-0.0554939,-0.00870328,0.698519
-0.0634901,-0.00672282,0.684803
-0.0245233,-0.0167878,0.63878
-0.0763642,0.0322235,0.684128
-0.0604525,0.0167516,0.650957
-0.0304371,-0.0294601,0.652007
-0.0298491,-0.0215374,0.644079
-0.0292018,-0.00902061,0.754301
-0.0749276,0.0415373,0.684798
-0.062291,0.0200852,0.650631
-0.0336869,-0.0176557,0.640574
-0.0734689,0.0477911,0.679358
-0.0445845,-0.00711472,0.728626
-0.0726223,0.0328936,0.715253
-0.0616985,0.0224251,0.650213
-0.0591556,-0.00300491,0.698873
-0.0384324,-0.0269798,0.652333
-0.0357514,-0.0157364,0.639006
-0.0351588,-0.0123727,0.635177
-0.0777383,0.0458827,0.692483
-0.0248326,0.00317541,0.629142
-0.0661142,-5.82834e-06,0.689347
-0.0778723,0.11446,0.674695
-0.0400452,-0.0150002,0.638891
-0.0394559,-0.010705,0.634205
-0.0802784,0.0551497,0.686131
-0.0542022,0.0367638,0.652942
-0.0530546,-0.00306313,0.725273
-0.0594998,-0.00313384,0.715766
0.0204528,0.115885,0.649965
-0.0313894,0.00136642,0.630644
-0.0604027,0.00112757,0.710126
-0.0465297,-0.027215,0.656194
0.0194711,0.11726,0.650836
-0.0592327,0.0365997,0.65423
-0.113582,0.0546484,0.721849
-0.0465861,-0.0218893,0.649081
-0.0475045,-0.0253135,0.654631
-0.0491597,-0.0141753,0.762796
-0.0482657,-0.0235858,0.652881
-0.0706191,0.0104665,0.685851
-0.0688328,0.0281429,0.658421
0.0121831,0.114026,0.651794
-0.0485283,-0.0216051,0.651109
-0.0498791,-0.0267444,0.658381
